기관ID,기관이름,상품이름,숙박일자,상태
107,삼봉 자연휴양림,다람쥐,20201023,체크아웃
187,희리산 자연휴양림,607호 수선화,20201025,체크아웃
187,희리산 자연휴양림,607호 수선화,20201026,체크아웃
187,희리산 자연휴양림,꽃무릇(2동1층),20201026,체크아웃
187,희리산 자연휴양림,애기풀(2동2층),20201026,체크아웃
182,칠보산 자연휴양림,야영데크(309),20201114,체크아웃
107,삼봉 자연휴양림,고라니,20201115,체크아웃
107,삼봉 자연휴양림,고라니,20201116,체크아웃
108,중미산 자연휴양림,갈참나무,20201025,체크아웃
245,대야산 자연휴양림,303호 산철쭉,20201107,체크아웃
201,진도 자연휴양림,붉가시나무,20201028,체크아웃
201,진도 자연휴양림,붉가시나무,20201029,체크아웃
202,달음산 자연휴양림,도깨비(1층),20201023,체크아웃
116,화천숲속 야영장,오토캠핑장40(데크),20201105,체크아웃
187,희리산 자연휴양림,605호 방울꽃,20201028,체크아웃
104,아세안 자연휴양림,인도네시아(2),20201019,체크아웃
107,삼봉 자연휴양림,크낙새,20201019,체크아웃
224,운악산 자연휴양림,[D동]초롱꽃,20201018,체크아웃
242,황정산 자연휴양림,B동-소나무(1층),20201028,체크아웃
242,황정산 자연휴양림,B동-소나무(1층),20201029,체크아웃
187,희리산 자연휴양림,캠핑카야영장(105),20201017,체크아웃
245,대야산 자연휴양림,310호 산수유,20201017,체크아웃
108,중미산 자연휴양림,수성,20201022,체크아웃
195,운문산 자연휴양림,흰담비,20201018,체크아웃
187,희리산 자연휴양림,603호 문주란,20201017,체크아웃
190,지리산 자연휴양림,연하봉1,20201025,체크아웃
195,운문산 자연휴양림,가지산장,20201018,체크아웃
141,덕유산 자연휴양림,단풍나무,20201025,체크아웃
220,용현 자연휴양림,야영데크(101),20201017,체크아웃
104,아세안 자연휴양림,브루나이(2),20201122,체크아웃
101,유명산 자연휴양림,[연]느티나무,20201106,체크아웃
115,속리산 자연휴양림,602호 뻐꾸기,20201109,체크아웃
190,지리산 자연휴양림,칠선봉1,20201017,체크아웃
300,상당산성 자연휴양림,6동 벚나무,20201028,체크아웃
300,상당산성 자연휴양림,6동 벚나무,20201029,체크아웃
188,회문산 자연휴양림,야영데크(112),20201022,체크아웃
116,화천숲속 야영장,오토캠핑장42(쇄석),20201017,체크아웃
108,중미산 자연휴양림,금성,20201017,체크아웃
187,희리산 자연휴양림,702호 산수유,20201116,체크아웃
194,운장산 자연휴양림,까치,20201015,체크아웃
103,산음 자연휴양림,금강송,20201022,체크아웃
188,회문산 자연휴양림,야영데크(111),20201031,체크아웃
116,화천숲속 야영장,오토캠핑장25(데크),20201015,체크아웃
191,오서산 자연휴양림,(신)410호 패랭이꽃,20201015,체크아웃
111,대관령 자연휴양림,야영데크(103),20201015,체크아웃
111,대관령 자연휴양림,야영데크(103),20201016,체크아웃
111,대관령 자연휴양림,야영데크(119),20201024,체크아웃
101,유명산 자연휴양림,꾀꼬리,20201016,체크아웃
115,속리산 자연휴양림,602호 뻐꾸기,20201029,체크아웃
244,검봉산 자연휴양림,[D동]송이(좌),20201019,체크아웃
111,대관령 자연휴양림,너구리(2층),20201109,체크아웃
189,변산 자연휴양림,백합,20201105,체크아웃
103,산음 자연휴양림,독수리,20201015,체크아웃
111,대관령 자연휴양림,산까치,20201021,체크아웃
195,운문산 자연휴양림,반달곰,20201113,체크아웃
195,운문산 자연휴양림,흰담비,20201113,체크아웃
188,회문산 자연휴양림,야영데크(205),20201025,체크아웃
192,남해편백 자연휴양림,목리도,20201018,체크아웃
108,중미산 자연휴양림,야영데크(308),20201021,체크아웃
222,용화산 자연휴양림,야영데크(308),20201021,체크아웃
222,용화산 자연휴양림,야영데크(308),20201022,체크아웃
245,대야산 자연휴양림,310호 산수유,20201028,체크아웃
222,용화산 자연휴양림,야영데크(309),20201023,체크아웃
108,중미산 자연휴양림,갈참나무,20201018,체크아웃
141,덕유산 자연휴양림,단풍나무,20201016,체크아웃
189,변산 자연휴양림,망둥어,20201017,체크아웃
105,신불산 자연휴양림,하단 산벚나무,20201111,체크아웃
105,신불산 자연휴양림,하단 산벚나무,20201112,체크아웃
187,희리산 자연휴양림,야영데크(230),20201017,체크아웃
107,삼봉 자연휴양림,가칠봉,20201017,체크아웃
202,달음산 자연휴양림,직녀(2층),20201023,체크아웃
300,상당산성 자연휴양림,1동 아까시나무,20201019,체크아웃
116,화천숲속 야영장,오토캠핑장12(데크),20201019,체크아웃
182,칠보산 자연휴양림,제비꽃,20201105,체크아웃
220,용현 자연휴양림,301호 소나무,20201023,체크아웃
108,중미산 자연휴양림,떡갈나무,20201023,체크아웃
189,변산 자연휴양림,가오리,20201021,체크아웃
189,변산 자연휴양림,가오리,20201022,체크아웃
108,중미산 자연휴양림,야영데크(236),20201016,체크아웃
103,산음 자연휴양림,붓방,20201101,체크아웃
103,산음 자연휴양림,붓방,20201102,체크아웃
201,진도 자연휴양림,황칠나무,20201021,체크아웃
201,진도 자연휴양림,황칠나무,20201022,체크아웃
101,유명산 자연휴양림,반달곰,20201015,체크아웃
113,가리왕산 자연휴양림,비둘기,20201023,체크아웃
115,속리산 자연휴양림,602호 뻐꾸기,20201023,체크아웃
101,유명산 자연휴양림,산까치,20201021,체크아웃
101,유명산 자연휴양림,산까치,20201022,체크아웃
107,삼봉 자연휴양림,야영데크(101)_,20201021,체크아웃
107,삼봉 자연휴양림,야영데크(101)_,20201022,체크아웃
222,용화산 자연휴양림,야영데크(304),20201120,체크아웃
200,낙안민속 자연휴양림,(신)야영데크(104),20201113,체크아웃
200,낙안민속 자연휴양림,(신)야영데크(104),20201114,체크아웃
244,검봉산 자연휴양림,[A동]잣나무,20201118,체크아웃
244,검봉산 자연휴양림,[A동]잣나무,20201119,체크아웃
195,운문산 자연휴양림,문복산장,20201022,체크아웃
109,방태산 자연휴양림,야영데크(118),20201021,체크아웃
109,방태산 자연휴양림,야영데크(118),20201022,체크아웃
105,신불산 자연휴양림,하단 야영데크(110),20201120,체크아웃
101,유명산 자연휴양림,[연]오동나무,20201105,체크아웃
196,천관산 자연휴양림,층층나무,20201112,체크아웃
192,남해편백 자연휴양림,야영데크(110),20201018,체크아웃
181,방장산 자연휴양림,민들레,20201022,체크아웃
103,산음 자연휴양림,오소리,20201108,체크아웃
300,상당산성 자연휴양림,9동 신갈나무,20201016,체크아웃
192,남해편백 자연휴양림,모섬,20201014,체크아웃
187,희리산 자연휴양림,괭이밥(2동2층),20201105,체크아웃
202,달음산 자연휴양림,흥부(1층),20201017,체크아웃
188,회문산 자연휴양림,산딸나무,20201108,체크아웃
111,대관령 자연휴양림,딱따구리,20201019,체크아웃
200,낙안민속 자연휴양림,참나무,20201015,체크아웃
200,낙안민속 자연휴양림,참나무,20201016,체크아웃
192,남해편백 자연휴양림,솔섬,20201018,체크아웃
103,산음 자연휴양림,반려견 객실(진도개),20201023,체크아웃
201,진도 자연휴양림,먼나무,20201023,체크아웃
190,지리산 자연휴양림,써리봉2,20201018,체크아웃
141,덕유산 자연휴양림,층층나무 1,20201025,체크아웃
141,덕유산 자연휴양림,층층나무 1,20201026,체크아웃
103,산음 자연휴양림,황토방1,20201028,체크아웃
116,화천숲속 야영장,오토캠핑장10(쇄석),20201026,체크아웃
141,덕유산 자연휴양림,층층나무2,20201102,체크아웃
200,낙안민속 자연휴양림,(신)야영데크(106),20201017,체크아웃
107,삼봉 자연휴양림,야영데크(211)_,20201017,체크아웃
183,청옥산 자연휴양림,매발톱,20201021,체크아웃
115,속리산 자연휴양림,303호 댕강나무,20201021,체크아웃
244,검봉산 자연휴양림,[A동]잣나무,20201114,체크아웃
111,대관령 자연휴양림,제비,20201021,체크아웃
220,용현 자연휴양림,야영데크(103),20201016,체크아웃
107,삼봉 자연휴양림,반달곰,20201022,체크아웃
182,칠보산 자연휴양림,야영데크(303),20201024,체크아웃
196,천관산 자연휴양림,비자나무 B,20201113,체크아웃
101,유명산 자연휴양림,야영데크(252),20201016,체크아웃
196,천관산 자연휴양림,야영데크(117),20201017,체크아웃
223,백운산 자연휴양림,[C동]풀솜대 ,20201112,체크아웃
195,운문산 자연휴양림,가지산장,20201019,체크아웃
194,운장산 자연휴양림,꾀꼬리,20201105,체크아웃
108,중미산 자연휴양림,야영데크(226),20201014,체크아웃
188,회문산 자연휴양림,야영데크(107),20201030,체크아웃
220,용현 자연휴양림,308호 신갈나무,20201122,체크아웃
196,천관산 자연휴양림,비자나무 A,20201105,체크아웃
101,유명산 자연휴양림,[연]청설모,20201028,체크아웃
111,대관령 자연휴양림,야영데크(128),20201107,체크아웃
183,청옥산 자연휴양림,오토캠핑장(233),20201017,체크아웃
101,유명산 자연휴양림,야영데크(126),20201016,체크아웃
111,대관령 자연휴양림,부엉이,20201028,체크아웃
300,상당산성 자연휴양림,6동 벚나무,20201021,체크아웃
190,지리산 자연휴양림,촛대봉,20201029,체크아웃
108,중미산 자연휴양림,떡갈나무,20201014,체크아웃
202,달음산 자연휴양림,토끼(1층),20201111,체크아웃
202,달음산 자연휴양림,토끼(1층),20201112,체크아웃
202,달음산 자연휴양림,토끼(1층),20201113,체크아웃
189,변산 자연휴양림,망둥어,20201018,체크아웃
190,지리산 자연휴양림,야영데크(304),20201017,체크아웃
111,대관령 자연휴양림,소쩍새,20201023,체크아웃
192,남해편백 자연휴양림,형제도,20201029,체크아웃
113,가리왕산 자연휴양림,오토캠핑장(320),20201023,체크아웃
115,속리산 자연휴양림,302호 복주머니란,20201109,체크아웃
192,남해편백 자연휴양림,"비자나무1,2(24.7㎡×2실)",20201116,체크아웃
196,천관산 자연휴양림,야영데크(101),20201016,체크아웃
196,천관산 자연휴양림,야영데크(101),20201017,체크아웃
245,대야산 자연휴양림,306호 쪽동백나무,20201017,체크아웃
224,운악산 자연휴양림,[D동]은방울,20201120,체크아웃
193,통고산 자연휴양림,개나리,20201018,체크아웃
189,변산 자연휴양림,궁항,20201018,체크아웃
101,유명산 자연휴양림,야영데크(119),20201116,체크아웃
182,칠보산 자연휴양림,야영데크(106),20201024,체크아웃
192,남해편백 자연휴양림,노도,20201015,체크아웃
103,산음 자연휴양림,고라니,20201018,체크아웃
111,대관령 자연휴양림,야영데크(119),20201114,체크아웃
196,천관산 자연휴양림,후박나무,20201018,체크아웃
196,천관산 자연휴양림,후박나무,20201019,체크아웃
108,중미산 자연휴양림,야영데크(306),20201019,체크아웃
115,속리산 자연휴양림,602호 뻐꾸기,20201102,체크아웃
116,화천숲속 야영장,오토캠핑장18(쇄석),20201017,체크아웃
111,대관령 자연휴양림,제비,20201017,체크아웃
201,진도 자연휴양림,동백나무,20201026,체크아웃
194,운장산 자연휴양림,참새,20201104,체크아웃
194,운장산 자연휴양림,참새,20201105,체크아웃
116,화천숲속 야영장,오토캠핑장10(쇄석),20201014,체크아웃
116,화천숲속 야영장,오토캠핑장10(쇄석),20201015,체크아웃
196,천관산 자연휴양림,황칠나무,20201030,체크아웃
201,진도 자연휴양림,동백나무,20201014,체크아웃
201,진도 자연휴양림,동백나무,20201015,체크아웃
224,운악산 자연휴양림,[E동]둥굴레,20201030,체크아웃
242,황정산 자연휴양림,오토캠핑장(201),20201101,체크아웃
101,유명산 자연휴양림,고라니,20201018,체크아웃
243,두타산 자연휴양림,야영데크(109),20201023,체크아웃
190,지리산 자연휴양림,써리봉1,20201023,체크아웃
195,운문산 자연휴양림,야영데크(309),20201025,체크아웃
188,회문산 자연휴양림,자귀나무,20201021,체크아웃
192,남해편백 자연휴양림,팥섬,20201119,체크아웃
192,남해편백 자연휴양림,팥섬,20201120,체크아웃
195,운문산 자연휴양림,운문산장,20201030,체크아웃
242,황정산 자연휴양림,오토캠핑장(203),20201023,체크아웃
104,아세안 자연휴양림,브루나이(1),20201102,체크아웃
108,중미산 자연휴양림,야영데크(224),20201030,체크아웃
115,속리산 자연휴양림,205호 잣나무,20201120,체크아웃
187,희리산 자연휴양림,605호 방울꽃,20201120,체크아웃
192,남해편백 자연휴양림,야영데크(109),20201030,체크아웃
106,청태산 자연휴양림,야영데크(103),20201018,체크아웃
187,희리산 자연휴양림,606호 봉선화,20201028,체크아웃
193,통고산 자연휴양림,진달래,20201024,체크아웃
112,미천골 자연휴양림,곰취,20201113,체크아웃
194,운장산 자연휴양림,야영데크(120),20201021,체크아웃
220,용현 자연휴양림,308호 신갈나무,20201104,체크아웃
220,용현 자연휴양림,308호 신갈나무,20201105,체크아웃
112,미천골 자연휴양림,누리대,20201024,체크아웃
224,운악산 자연휴양림,[A동]동고비,20201022,체크아웃
107,삼봉 자연휴양림,사슴,20201028,체크아웃
107,삼봉 자연휴양림,사슴,20201029,체크아웃
300,상당산성 자연휴양림,8동 갈참나무,20201023,체크아웃
183,청옥산 자연휴양림,초롱꽃,20201026,체크아웃
112,미천골 자연휴양림,목련,20201101,체크아웃
