"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1184","일반야영장업","03_11_07_P","5530000","CDFI2262132019000001","20190508","","01","영업/정상","13","영업중","","","","","031-357-3379","","","경기도 화성시 서신면 백미리 266-8","경기도 화성시 서신면 백미길 210-24","18556","백미리 희망캠핑장","20211130091707","U","2021-12-02 02:40:00.0","","171758.84631575","405090.819366628","일반야영장업","","","0","","","현대해상화재보험","","0","0","0","84","","","0","0","","0","0","","0","4070","","0","","","","","","","0","","","","4070",
"1185","일반야영장업","03_11_07_P","5530000","CDFI2262132019000002","20191127","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 비봉면 청요리 692","경기도 화성시 비봉면 자청로207번길 21-60","18293","산내들 야영장","20211207112028","U","2021-12-09 02:40:00.0","","190558.150072604","411971.343707645","일반야영장업","","자연녹지지역","1","","","농협보험(야영장사고배상)","","1","0","0","198","","","0","0","","0","0","","0","198","","0","","","","","","","0","","","","198",
"1186","일반야영장업","03_11_07_P","5530000","CDFI2262132020000001","20200331","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 봉담읍 상기리 449","경기도 화성시 봉담읍 도곡1길 20-21","18333","풀내음캠핑장","20211022172558","U","2021-10-24 02:40:00.0","","192850.802437051","410910.338444479","일반야영장업","","자연녹지지역","0","","","현대해상화재보험","","0","0","0","248","","","0","0","","0","0","","0","4859","","0","","","","","","","0","","","","4859",
"1187","일반야영장업","03_11_07_P","5530000","CDFI2262132020000002","20200427","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 비봉면 양노리 373","경기도 화성시 비봉면 미륵골로 108-17","18284","엘리캠핑장","20210426170707","U","2021-04-28 02:40:00.0","","188376.218410937","413850.266254984","일반야영장업","","","","","","현대해상화재보험","","","","","165","","","","","","","","","","3688","","","","","","","","","","","","","3688",
"1188","일반야영장업","03_11_07_P","5530000","CDFI2262132020000003","20200518","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 송산면 사강리 337-1","경기도 화성시 송산면 송산포도로 194","18551","사강스마트팜캠핑장","20201110102718","U","2020-11-12 02:40:00.0","","175751.727776763","412800.684046351","일반야영장업","","","","","","농협손해보험주식회사","","","","","276","","","","","","","","","","2792","","","","","","","","","","","","","2792",
"1189","일반야영장업","03_11_07_P","4610000","CDFI2262132020000001","20200708","","01","영업/정상","13","영업중","","","","","","","","충청남도 예산군 덕산면 둔리 96-13","충청남도 예산군 덕산면 노곡길 59","32408","농업회사법인 장산농원(주) 덕산참숯랜드","20200708161305","I","2020-07-10 00:23:16.0","","","","일반야영장업","","","","","","","","","","","","","","","","","","","","","1877","","","","","","","","","","","","","1877",
"1190","일반야영장업","03_11_07_P","5600000","CDFI2262132021000007","20210707","","01","영업/정상","13","영업중","","","","","","","","경기도 포천시 화현면 화현리 728","경기도 포천시 화현면 화동로432번길 92-131","11123","운악산 글램핑","20220921085017","U","2022-09-23 02:40:00.0","","227307.617962748","488748.190184644","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","5993","","0","","","","","","","0","","","","5993",
"1191","일반야영장업","03_11_07_P","5190000","CDFI2262132021000003","20210720","","01","영업/정상","13","영업중","","","","","","","","경상북도 청도군 각북면 삼평리 1141-6","","","빗소리야영장","20210720174933","I","2021-07-22 00:22:53.0","","","","일반야영장업","","관리지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","1067","","0","","","","","","","0","","","","1067",
"1192","일반야영장업","03_11_07_P","4340000","CDFI2262132021000018","20210719","","01","영업/정상","13","영업중","","","","","033-680-3114","","","강원도 고성군 죽왕면 문암진리 466-1","강원도 고성군 죽왕면 삼포해변길 94","24752","자작도캠핑장","20210719182047","I","2021-07-21 00:22:53.0","","334506.59868011","535435.037203348","일반야영장업","","관리지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","354.61","","0","","","","","","","0","","","","355",
"1193","일반야영장업","03_11_07_P","4340000","CDFI2262132021000019","20210719","","01","영업/정상","13","영업중","","","","","","","","강원도 고성군 토성면 원암리 415","강원도 고성군 토성면 미시령폭포길 64","24768","캠핑느루","20210719182205","I","2021-07-21 00:22:53.0","","329729.261491944","523932.922382619","일반야영장업","","관리지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","36","","0","","","","","","","10000000","","","","36",
"1194","일반야영장업","03_11_07_P","4790000","CDFI2262132021000001","20210712","","01","영업/정상","13","영업중","","","","","","","","전라북도 부안군 변산면 대항리 603","전라북도 부안군 변산면 변산로 2100","56342","변산해수욕장 야영장","20210712120527","I","2021-07-14 00:22:52.0","","157398.505904","242268.81607","일반야영장업","","관리지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1195","일반야영장업","03_11_07_P","5020000","CDFI2262132021000009","20210730","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 죽장면 일광리 398-2","경상북도 포항시 북구 죽장면 새마을로 3351","37508","가온오토캠핑장","20210826093004","U","2021-08-28 02:40:00.0","","386922.007929685","296112.145233205","일반야영장업","","","0","","","DB손해보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1196","일반야영장업","03_11_07_P","5250000","CDFI2262132021000003","20210715","","01","영업/정상","13","영업중","","","","","054-781-7877","","","경상북도 울진군 근남면 수산리 76","","","염전해변캠핑장","20210715183712","I","2021-07-17 00:22:52.0","","414541.037765938","388552.072709681","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1197","일반야영장업","03_11_07_P","5470000","CDFI2262132021000003","20210715","","01","영업/정상","13","영업중","","","","","","","","경상남도 거창군 북상면 월성리 1730","경상남도 거창군 북상면 덕유월성로 1170-19","50100","월성자연캠핑야영장","20210715174859","I","2021-07-17 00:22:52.0","","264997.091069413","252346.812530435","일반야영장업","","관리지역","0","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","3223","","0","","","","","","","100000000","","","","3223",
"1198","일반야영장업","03_11_07_P","5050000","CDFI2262132021000009","20210720","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 산내면 대현리 87-1","경상북도 경주시 산내면 대현길 405","38187","산내들캠프","20211016072311","U","2021-10-19 02:40:00.0","","387991.414025531","246412.905501404","일반야영장업","","관리지역","1","기타","","","기타","1","0","0","33","","","0","0","","0","0","","0","1657","","0","","","","","","","10000000","","","","1657",
"1199","일반야영장업","03_11_07_P","5250000","CDFI2262132021000002","20210714","","01","영업/정상","13","영업중","","","","","","","","경상북도 울진군 울진읍 대흥리 75 불영계곡캠핑장","경상북도 울진군 울진읍 불영계곡로 2758, 불영계곡캠핑장","36330","불영계곡캠핑장","20210714114838","I","2021-07-16 00:22:53.0","","406587.067114094","387450.978332486","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1200","일반야영장업","03_11_07_P","4400000","CDFI2262132021000004","20210714","","01","영업/정상","13","영업중","","","","","043-651-1233","","","충청북도 제천시 백운면 덕동리 30-2","충청북도 제천시 백운면 구학산로 690, 박달재초록꿈캠핑체험장","27100","박달재초록꿈캠핑체험장","20210714171930","I","2021-07-16 00:22:53.0","","288102.847946","409874.342637","일반야영장업","","관리지역","1","기타","","","근린생활시설","1","0","0","0","","","0","0","","0","0","","0","61.04","","0","","","","","","","0","","","","61",
"1201","일반야영장업","03_11_07_P","4350000","CDFI2262132021000021","20210725","","01","영업/정상","13","영업중","","","","","","","","강원도 양양군 현북면 법수치리 173-6 ,173-8","","","우리들캠핑장","20210725102134","I","2021-07-27 00:22:52.0","","","","일반야영장업","","관리지역","1","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1202","일반야영장업","03_11_07_P","3460000","CDFI2262132021000001","20210715","","01","영업/정상","13","영업중","","","","","0537821133","","","대구광역시 수성구 범물동 1161 외 7필지","대구광역시 수성구 진밭길 420 (범물동)","42240","하늘아래 야영장","20220725153003","U","2022-07-27 02:40:00.0","","351259.2606","256653.124799","일반야영장업","","녹지지역","0","기타","","삼성화재해상보험주식회사","기타","0","0","0","0","","","0","0","","0","0","","0","6356","","0","","","","","","","0","","","","6356",
"1203","일반야영장업","03_11_07_P","5020000","CDFI2262132021000007","20210728","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 구룡포읍 구평리 508-3","경상북도 포항시 남구 구룡포읍 동해안로 4166-17","37940","포에스카라반파크","20220228092808","U","2022-03-02 02:40:00.0","","","","일반야영장업","","","0","","","현대해상화재보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1204","일반야영장업","03_11_07_P","4340000","CDFI2262132021000006","20210715","","01","영업/정상","13","영업중","","","","","","","","강원도 고성군 현내면 명파리 245-1","","","명파리해변야영장","20210715190058","I","2021-07-17 00:22:52.0","","322093.103485793","560472.528844338","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1205","일반야영장업","03_11_07_P","4340000","CDFI2262132021000016","20210715","","01","영업/정상","13","영업중","","","","","","","","강원도 고성군 죽왕면 문암진리 460-9 자작도관리실","강원도 고성군 죽왕면 자작도선사길 105-1, 자작도관리실","24752","자작도해변야영장","20210715194500","I","2021-07-17 00:22:52.0","","334828.560648523","535029.926374825","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1206","일반야영장업","03_11_07_P","4340000","CDFI2262132021000017","20210715","","01","영업/정상","13","영업중","","","","","","","","강원도 고성군 죽왕면 문암진리 19-3","강원도 고성군 죽왕면 문암항길 133","24752","백도해변야영장","20210715194535","I","2021-07-17 00:22:52.0","","335167.154781258","534170.202767731","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1207","일반야영장업","03_11_07_P","4190000","CDFI2262132021000001","20210714","","01","영업/정상","13","영업중","","","","","","","","강원도 원주시 호저면 산현리 513-8","강원도 원주시 호저면 칠봉로 604-5","26300","그린애캠핑장","20210714153410","I","2021-07-16 00:22:53.0","","278935.147030791","438001.582652992","일반야영장업","","관리지역","1","","","","근린생활시설","1","0","0","197","","","0","0","","0","0","","0","197.28","","0","","","","","","","50000000","","","","197",
